user_id,n_candidates,n_prior_orders,ndcg10_model,recall10_model,ndcg10_baseline_freq,recall10_baseline_freq,ndcg10_baseline_freq_recency,recall10_baseline_freq_recency
38720,150,99,0.8048099750039491,0.75,0.8318724637288826,0.75,0.8318724637288826,0.75
145407,99,24,0.4381081808305046,0.2857142857142857,0.37859880603906126,0.21428571428571427,0.37859880603906126,0.21428571428571427
174943,34,7,0.42837868458704226,0.5555555555555556,0.4275037966174513,0.4444444444444444,0.5840962916005584,0.6666666666666666
8747,244,81,0.4731080163351061,0.6,0.44728873736978103,0.6,0.5562840298360984,0.8
12918,53,17,0.3562071871080222,1.0,0.3562071871080222,1.0,0.3562071871080222,1.0
134597,174,53,0.08671382849411972,0.14285714285714285,0.0,0.0,0.0,0.0
122803,22,7,0.8065735963827293,1.0,0.6131471927654584,0.5,0.6131471927654584,0.5
44922,21,4,0.6924367055893798,0.625,0.6846851196065872,0.625,0.6846851196065872,0.625
114413,109,42,1.0,1.0,1.0,1.0,1.0,1.0
85028,246,33,0.49117205121962154,0.42857142857142855,0.41231449937143627,0.2857142857142857,0.41231449937143627,0.2857142857142857
7983,62,9,0.6117952373568122,0.45454545454545453,0.6235744328990732,0.45454545454545453,0.6371523797895857,0.45454545454545453
110141,273,73,0.6687607038361473,0.5454545454545454,0.6898286563534622,0.5454545454545454,0.6830838076905166,0.5454545454545454
72231,226,45,0.8200685179888284,0.26666666666666666,0.793584067764911,0.23333333333333334,0.793584067764911,0.23333333333333334
98882,104,20,0.16624334936975121,0.25,0.07311683844390995,0.125,0.07979453856244818,0.125
